"month","Forest","District","RAWS_station_nmbr","RAWS_station","snow_flag","year","bw_count"
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2009,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2010,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2011,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2012,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2013,9
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2014,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2015,5
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2016,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2017,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2018,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes",2019,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2002,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2003,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2004,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2005,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2006,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2007,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2008,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2009,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2010,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2011,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2012,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2013,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2014,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2015,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2016,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2017,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2018,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no",2019,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2002,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2003,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2004,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2005,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2006,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2007,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2008,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2009,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2010,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2011,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2012,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2013,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2014,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2015,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2016,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2017,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2018,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes",2019,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",1998,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",1999,14
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2000,11
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2001,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2002,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2003,13
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2004,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2005,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2006,10
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2007,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2008,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2009,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2010,5
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2011,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2012,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2013,11
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2014,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2015,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2016,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2017,5
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2018,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no",2019,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",1998,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",1999,14
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2000,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2001,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2002,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2003,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2004,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2005,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2006,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2007,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2008,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2009,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2010,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2011,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2012,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2013,9
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2014,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2015,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2016,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2017,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2018,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes",2019,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2000,10
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2001,5
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2002,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2003,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2004,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2005,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2006,9
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2007,7
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2008,11
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2009,13
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2010,14
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2011,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2012,9
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2013,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2014,5
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2015,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2016,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2017,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2018,9
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no",2019,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2000,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2001,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2002,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2003,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2004,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2005,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2006,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2007,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2008,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2009,3
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2010,1
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2011,0
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2012,2
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2013,6
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2014,5
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2015,8
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2016,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2017,4
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2018,9
"Mar","Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes",2019,0
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",1999,19
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2000,14
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2001,8
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2002,7
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2003,7
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2004,4
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2005,8
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2006,19
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2007,5
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2008,22
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2009,22
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2010,11
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2011,10
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2012,6
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2013,7
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2014,9
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2015,10
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2016,9
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2017,15
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2018,13
"Mar","Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no",2019,15
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",1999,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2000,13
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2001,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2002,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2003,14
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2004,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2005,15
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2006,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2007,13
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2008,5
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2009,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2010,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2011,8
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2012,2
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2013,7
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2014,5
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2015,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2016,10
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2017,8
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2018,1
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2019,5
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","no",2020,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",1999,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2000,13
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2001,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2002,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2003,10
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2004,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2005,15
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2006,0
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2007,12
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2008,5
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2009,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2010,8
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2011,5
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2012,2
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2013,7
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2014,4
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2015,9
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2016,10
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2017,4
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2018,1
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2019,2
"Apr","Klamath National Forest","Goosenest Ranger District",40240,"Juanita","yes",2020,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",1999,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2000,11
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2001,9
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2002,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2003,2
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2004,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2005,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2006,6
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2007,8
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2008,13
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2009,3
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2010,11
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2011,11
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2012,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2013,3
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2014,9
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2015,7
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2016,9
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2017,7
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2018,2
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2019,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","no",2020,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",1999,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2000,11
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2001,7
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2002,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2003,1
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2004,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2005,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2006,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2007,8
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2008,8
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2009,3
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2010,4
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2011,0
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2012,1
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2013,3
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2014,9
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2015,7
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2016,9
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2017,3
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2018,2
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2019,2
"Apr","Klamath National Forest","Goosenest Ranger District",40243,"Van Bremmer","yes",2020,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2000,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2001,12
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2002,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2003,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2004,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2005,7
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2006,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2007,6
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2008,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2009,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2010,6
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2011,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2012,3
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2013,2
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2014,5
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2015,6
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2016,4
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2017,2
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2018,4
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","no",2019,4
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2000,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2001,2
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2002,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2003,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2004,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2005,2
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2006,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2007,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2008,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2009,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2010,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2011,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2012,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2013,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2014,3
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2015,6
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2016,4
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2017,1
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2018,4
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40225,"Slater Butte","yes",2019,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no",2010,0
"Apr","Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no",2011,7
