"Forest","District","RAWS_station","day_of_yr","snow_flag","date","prop_inRx","prop_BD","prop_PL","prop_BW"
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","26-Feb","yes",2020-02-26,0.133333333333333,0.666666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","26-Feb","no",2020-02-26,0.25,0.6875,1,0.1875
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","26-Feb","yes",2020-02-26,0.0625,0.6875,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","26-Feb","no",2020-02-26,0.294117647058824,0.666666666666667,1,0.235294117647059
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","26-Feb","yes",2020-02-26,0.0625,0.705882352941177,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","26-Feb","no",2020-02-26,0.333333333333333,0.722222222222222,1,0.166666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","26-Feb","yes",2020-02-26,0.277777777777778,0.722222222222222,1,0.166666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","26-Feb","no",2020-02-26,0.133333333333333,0.666666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","26-Feb","yes",2020-02-26,0.133333333333333,0.666666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","26-Feb","no",2020-02-26,0.222222222222222,0.736842105263158,1,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","26-Feb","yes",2020-02-26,0.0555555555555556,0.736842105263158,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","26-Feb","no",2020-02-26,0.3,0.75,1,0.25
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","26-Feb","yes",2020-02-26,0.1,0.75,1,0.05
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","26-Feb","no",2020-02-26,0.285714285714286,0.904761904761905,1,0.19047619047619
"Klamath National Forest","Goosenest Ranger District","Juanita","27-Feb","no",2020-02-27,0.294117647058824,0.882352941176471,1,0.235294117647059
"Klamath National Forest","Goosenest Ranger District","Juanita","27-Feb","yes",2020-02-27,0.0588235294117647,0.882352941176471,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","27-Feb","no",2020-02-27,0.473684210526316,0.842105263157895,1,0.368421052631579
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","27-Feb","yes",2020-02-27,0.0526315789473684,0.842105263157895,1,0.0526315789473684
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","27-Feb","no",2020-02-27,0.3,1,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","27-Feb","yes",2020-02-27,0.1,1,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","27-Feb","no",2020-02-27,0.0769230769230769,1,1,0.0769230769230769
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","27-Feb","yes",2020-02-27,0,1,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","27-Feb","no",2020-02-27,0.111111111111111,0.833333333333333,1,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","27-Feb","yes",2020-02-27,0,0.882352941176471,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","27-Feb","no",2020-02-27,0.4,0.85,1,0.35
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","27-Feb","yes",2020-02-27,0.4,0.85,1,0.35
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","27-Feb","no",2020-02-27,0.0666666666666667,0.866666666666667,1,0.0666666666666667
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","27-Feb","yes",2020-02-27,0,0.866666666666667,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","27-Feb","no",2020-02-27,0.117647058823529,0.882352941176471,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","27-Feb","yes",2020-02-27,0.0588235294117647,0.882352941176471,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","27-Feb","no",2020-02-27,0.111111111111111,0.833333333333333,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","27-Feb","yes",2020-02-27,0,0.882352941176471,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","27-Feb","no",2020-02-27,0.388888888888889,0.888888888888889,1,0.277777777777778
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","27-Feb","yes",2020-02-27,0.333333333333333,0.888888888888889,1,0.277777777777778
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","27-Feb","no",2020-02-27,0.0666666666666667,0.866666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","27-Feb","yes",2020-02-27,0,0.866666666666667,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","27-Feb","no",2020-02-27,0.222222222222222,0.894736842105263,1,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","27-Feb","yes",2020-02-27,0.0555555555555556,0.894736842105263,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","27-Feb","no",2020-02-27,0.263157894736842,0.894736842105263,1,0.157894736842105
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","27-Feb","yes",2020-02-27,0,0.894736842105263,1,0
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","27-Feb","no",2020-02-27,0.523809523809524,0.857142857142857,1,0.380952380952381
"Klamath National Forest","Goosenest Ranger District","Juanita","28-Feb","no",2020-02-28,0.647058823529412,0.882352941176471,1,0.529411764705882
"Klamath National Forest","Goosenest Ranger District","Juanita","28-Feb","yes",2020-02-28,0.294117647058824,0.882352941176471,1,0.235294117647059
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","28-Feb","no",2020-02-28,0.35,0.9,1,0.25
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","28-Feb","yes",2020-02-28,0,0.9,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","28-Feb","no",2020-02-28,0,1,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","28-Feb","yes",2020-02-28,0,1,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","28-Feb","no",2020-02-28,0.0769230769230769,1,1,0.0769230769230769
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","28-Feb","yes",2020-02-28,0,1,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","28-Feb","no",2020-02-28,0.111111111111111,0.888888888888889,1,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","28-Feb","yes",2020-02-28,0,0.882352941176471,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","28-Feb","no",2020-02-28,0.421052631578947,0.9,1,0.368421052631579
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","28-Feb","yes",2020-02-28,0.35,0.9,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","28-Feb","no",2020-02-28,0.133333333333333,0.866666666666667,1,0.0666666666666667
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","28-Feb","yes",2020-02-28,0.0666666666666667,0.866666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","28-Feb","no",2020-02-28,0.0625,0.9375,1,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","28-Feb","yes",2020-02-28,0,0.9375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","28-Feb","no",2020-02-28,0.111111111111111,0.888888888888889,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","28-Feb","yes",2020-02-28,0,0.882352941176471,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","28-Feb","no",2020-02-28,0.176470588235294,0.944444444444444,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","28-Feb","yes",2020-02-28,0.117647058823529,0.944444444444444,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","28-Feb","no",2020-02-28,0.133333333333333,0.866666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","28-Feb","yes",2020-02-28,0.0666666666666667,0.866666666666667,1,0.0666666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","28-Feb","no",2020-02-28,0.444444444444444,0.894736842105263,1,0.388888888888889
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","28-Feb","yes",2020-02-28,0.111111111111111,0.894736842105263,1,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","28-Feb","no",2020-02-28,0.315789473684211,0.894736842105263,1,0.210526315789474
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","28-Feb","yes",2020-02-28,0.105263157894737,0.894736842105263,1,0.105263157894737
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","28-Feb","no",2020-02-28,0.666666666666667,0.80952380952381,1,0.571428571428571
"Klamath National Forest","Goosenest Ranger District","Juanita","29-Feb","no",2020-02-29,0.4,0.6,1,0
"Klamath National Forest","Goosenest Ranger District","Juanita","29-Feb","yes",2020-02-29,0,0.6,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","29-Feb","no",2020-02-29,0.25,0.5,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","29-Feb","yes",2020-02-29,0,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","29-Feb","no",2020-02-29,0,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","29-Feb","yes",2020-02-29,0,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","29-Feb","no",2020-02-29,0.5,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","29-Feb","yes",2020-02-29,0,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","29-Feb","no",2020-02-29,0,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","29-Feb","yes",2020-02-29,0,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","29-Feb","no",2020-02-29,0.2,0.6,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","29-Feb","yes",2020-02-29,0.2,0.6,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","29-Feb","no",2020-02-29,0,0.333333333333333,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","29-Feb","yes",2020-02-29,0,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","29-Feb","no",2020-02-29,0,0.666666666666667,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","29-Feb","yes",2020-02-29,0,0.666666666666667,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","29-Feb","no",2020-02-29,0,0.5,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","29-Feb","yes",2020-02-29,0,0.5,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","29-Feb","no",2020-02-29,0,0.666666666666667,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","29-Feb","yes",2020-02-29,0,0.666666666666667,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","29-Feb","no",2020-02-29,0,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","29-Feb","yes",2020-02-29,0,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","29-Feb","no",2020-02-29,0.2,0.6,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","29-Feb","yes",2020-02-29,0.2,0.6,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","29-Feb","no",2020-02-29,0,0.6,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","29-Feb","yes",2020-02-29,0,0.6,1,0
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","29-Feb","no",2020-02-29,0.4,0.8,1,0.2
"Klamath National Forest","Goosenest Ranger District","Juanita","01-Mar","no",2020-03-01,0.294117647058824,0.823529411764706,1,0.294117647058824
"Klamath National Forest","Goosenest Ranger District","Juanita","01-Mar","yes",2020-03-01,0.176470588235294,0.823529411764706,1,0.176470588235294
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","01-Mar","no",2020-03-01,0.315789473684211,0.842105263157895,1,0.263157894736842
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","01-Mar","yes",2020-03-01,0.0526315789473684,0.842105263157895,1,0.0526315789473684
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","01-Mar","no",2020-03-01,0.1,0.7,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","01-Mar","yes",2020-03-01,0.1,0.7,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","01-Mar","no",2020-03-01,0.0769230769230769,0.769230769230769,1,0.0769230769230769
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","01-Mar","yes",2020-03-01,0,0.769230769230769,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","01-Mar","no",2020-03-01,0.166666666666667,0.833333333333333,1,0.166666666666667
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","01-Mar","yes",2020-03-01,0.0588235294117647,0.823529411764706,1,0.0588235294117647
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","01-Mar","no",2020-03-01,0.526315789473684,0.842105263157895,1,0.473684210526316
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","01-Mar","yes",2020-03-01,0.473684210526316,0.842105263157895,1,0.473684210526316
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","01-Mar","no",2020-03-01,0.266666666666667,0.8,1,0.133333333333333
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","01-Mar","yes",2020-03-01,0.266666666666667,0.8,1,0.133333333333333
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","01-Mar","no",2020-03-01,0.117647058823529,0.823529411764706,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","01-Mar","yes",2020-03-01,0.0588235294117647,0.823529411764706,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","01-Mar","no",2020-03-01,0.166666666666667,0.833333333333333,1,0.166666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","01-Mar","yes",2020-03-01,0.0588235294117647,0.823529411764706,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","01-Mar","no",2020-03-01,0.294117647058824,0.833333333333333,1,0.235294117647059
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","01-Mar","yes",2020-03-01,0.235294117647059,0.833333333333333,1,0.235294117647059
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","01-Mar","no",2020-03-01,0.266666666666667,0.8,1,0.133333333333333
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","01-Mar","yes",2020-03-01,0.266666666666667,0.8,1,0.133333333333333
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","01-Mar","no",2020-03-01,0.277777777777778,0.842105263157895,1,0.222222222222222
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","01-Mar","yes",2020-03-01,0.0555555555555556,0.842105263157895,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","01-Mar","no",2020-03-01,0.210526315789474,0.85,1,0.157894736842105
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","01-Mar","yes",2020-03-01,0.105263157894737,0.85,1,0.105263157894737
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","01-Mar","no",2020-03-01,0.523809523809524,0.80952380952381,1,0.380952380952381
"Klamath National Forest","Goosenest Ranger District","Juanita","02-Mar","no",2020-03-02,0.470588235294118,0.882352941176471,1,0.352941176470588
"Klamath National Forest","Goosenest Ranger District","Juanita","02-Mar","yes",2020-03-02,0.235294117647059,0.882352941176471,1,0.176470588235294
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","02-Mar","no",2020-03-02,0.3,0.9,1,0.2
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","02-Mar","yes",2020-03-02,0.05,0.9,1,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","02-Mar","no",2020-03-02,0.1,0.8,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","02-Mar","yes",2020-03-02,0.1,0.8,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","02-Mar","no",2020-03-02,0.230769230769231,0.846153846153846,1,0.153846153846154
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","02-Mar","yes",2020-03-02,0.0769230769230769,0.846153846153846,1,0.0769230769230769
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","02-Mar","no",2020-03-02,0.222222222222222,0.888888888888889,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","02-Mar","yes",2020-03-02,0,0.882352941176471,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","02-Mar","no",2020-03-02,0.388888888888889,0.894736842105263,1,0.333333333333333
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","02-Mar","yes",2020-03-02,0.333333333333333,0.894736842105263,1,0.333333333333333
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","02-Mar","no",2020-03-02,0.266666666666667,0.866666666666667,1,0.2
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","02-Mar","yes",2020-03-02,0.2,0.866666666666667,1,0.133333333333333
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","02-Mar","no",2020-03-02,0.0588235294117647,0.882352941176471,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","02-Mar","yes",2020-03-02,0,0.882352941176471,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","02-Mar","no",2020-03-02,0.222222222222222,0.888888888888889,1,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","02-Mar","yes",2020-03-02,0,0.882352941176471,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","02-Mar","no",2020-03-02,0.176470588235294,0.888888888888889,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","02-Mar","yes",2020-03-02,0.117647058823529,0.888888888888889,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","02-Mar","no",2020-03-02,0.266666666666667,0.866666666666667,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","02-Mar","yes",2020-03-02,0.2,0.866666666666667,1,0.133333333333333
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","02-Mar","no",2020-03-02,0.222222222222222,0.894736842105263,1,0.222222222222222
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","02-Mar","yes",2020-03-02,0.0555555555555556,0.894736842105263,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","02-Mar","no",2020-03-02,0.2,0.9,1,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","02-Mar","yes",2020-03-02,0.05,0.9,1,0.05
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","02-Mar","no",2020-03-02,0.428571428571429,0.857142857142857,1,0.285714285714286
"Klamath National Forest","Goosenest Ranger District","Juanita","03-Mar","no",2020-03-03,0.352941176470588,0.705882352941177,1,0.235294117647059
"Klamath National Forest","Goosenest Ranger District","Juanita","03-Mar","yes",2020-03-03,0.235294117647059,0.705882352941177,1,0.117647058823529
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","03-Mar","no",2020-03-03,0.315789473684211,0.684210526315789,1,0.105263157894737
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","03-Mar","yes",2020-03-03,0.0526315789473684,0.684210526315789,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","03-Mar","no",2020-03-03,0.2,0.8,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","03-Mar","yes",2020-03-03,0.2,0.8,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","03-Mar","no",2020-03-03,0.153846153846154,0.692307692307692,1,0.153846153846154
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","03-Mar","yes",2020-03-03,0,0.692307692307692,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","03-Mar","no",2020-03-03,0.117647058823529,0.705882352941177,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","03-Mar","yes",2020-03-03,0.0588235294117647,0.705882352941177,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","03-Mar","no",2020-03-03,0.368421052631579,0.684210526315789,1,0.157894736842105
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","03-Mar","yes",2020-03-03,0.315789473684211,0.684210526315789,1,0.105263157894737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","03-Mar","no",2020-03-03,0.4,0.666666666666667,1,0.2
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","03-Mar","yes",2020-03-03,0.333333333333333,0.666666666666667,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","03-Mar","no",2020-03-03,0.176470588235294,0.705882352941177,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","03-Mar","yes",2020-03-03,0,0.705882352941177,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","03-Mar","no",2020-03-03,0.117647058823529,0.705882352941177,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","03-Mar","yes",2020-03-03,0.0588235294117647,0.705882352941177,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","03-Mar","no",2020-03-03,0.222222222222222,0.722222222222222,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","03-Mar","yes",2020-03-03,0.166666666666667,0.722222222222222,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","03-Mar","no",2020-03-03,0.4,0.666666666666667,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","03-Mar","yes",2020-03-03,0.333333333333333,0.666666666666667,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","03-Mar","no",2020-03-03,0.333333333333333,0.736842105263158,1,0.157894736842105
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","03-Mar","yes",2020-03-03,0.166666666666667,0.736842105263158,1,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","03-Mar","no",2020-03-03,0.4,0.75,1,0.25
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","03-Mar","yes",2020-03-03,0.15,0.75,1,0.1
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","03-Mar","no",2020-03-03,0.380952380952381,0.761904761904762,1,0.238095238095238
"Klamath National Forest","Goosenest Ranger District","Juanita","04-Mar","no",2020-03-04,0.470588235294118,0.764705882352941,1,0.352941176470588
"Klamath National Forest","Goosenest Ranger District","Juanita","04-Mar","yes",2020-03-04,0.176470588235294,0.764705882352941,1,0.117647058823529
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","04-Mar","no",2020-03-04,0.368421052631579,0.736842105263158,1,0.157894736842105
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","04-Mar","yes",2020-03-04,0.0526315789473684,0.736842105263158,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","04-Mar","no",2020-03-04,0.2,0.7,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","04-Mar","yes",2020-03-04,0.2,0.7,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","04-Mar","no",2020-03-04,0.307692307692308,0.769230769230769,1,0.153846153846154
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","04-Mar","yes",2020-03-04,0,0.769230769230769,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","04-Mar","no",2020-03-04,0.222222222222222,0.722222222222222,1,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","04-Mar","yes",2020-03-04,0.0588235294117647,0.764705882352941,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","04-Mar","no",2020-03-04,0.578947368421053,0.736842105263158,1,0.421052631578947
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","04-Mar","yes",2020-03-04,0.526315789473684,0.736842105263158,1,0.368421052631579
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","04-Mar","no",2020-03-04,0.307692307692308,0.733333333333333,1,0.0714285714285714
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","04-Mar","yes",2020-03-04,0.307692307692308,0.733333333333333,1,0.0714285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","04-Mar","no",2020-03-04,0.25,0.75,1,0.125
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","04-Mar","yes",2020-03-04,0.0625,0.75,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","04-Mar","no",2020-03-04,0.222222222222222,0.722222222222222,1,0.0555555555555556
